id,product_nk,style_name,category,gender,material_family,unit_weight_kg,list_price,recycled_content_pct,circularity_score,take_back_eligible,valid_from,valid_to,is_current
1195,399,here,BOOT,MENS,Algae Foam,0.93,107.85,54.66,84,TRUE,2023-01-01,2024-01-01,FALSE
1196,399,must,RUNNING,WOMENS,Recycled PET,1.33,53.28,78.59,91,FALSE,2024-01-01,2024-12-31,FALSE
1197,399,us,SLIPPER,WOMENS,TENCEL Lyocell,1.3,84.11,32.13,29,TRUE,2024-12-31,9999-12-31,TRUE
1198,400,modern,RUNNING,MENS,Hemp Canvas,0.71,196.01,2.31,15,FALSE,2023-01-01,2024-01-01,FALSE
1199,400,man,RUNNING,UNISEX,TENCEL Lyocell,1.4,51.66,98.96,47,TRUE,2024-01-01,2024-12-31,FALSE
1200,400,billion,RUNNING,WOMENS,Algae Foam,1.36,204.93,49.2,73,TRUE,2024-12-31,9999-12-31,TRUE
1201,401,suggest,SNEAKER,WOMENS,Organic Cotton,1.07,62.59,15.82,65,FALSE,2023-01-01,2024-01-01,FALSE
1202,401,seven,SNEAKER,KIDS,Recycled Rubber,1.59,196.9,76.71,55,FALSE,2024-01-01,2024-12-31,FALSE
1203,401,manager,RUNNING,UNISEX,Apple Leather,0.58,108.39,18.17,73,TRUE,2024-12-31,9999-12-31,TRUE
1204,402,sort,RUNNING,MENS,TENCEL Lyocell,0.92,43.51,57.47,0,FALSE,2023-01-01,2024-01-01,FALSE
1205,402,those,RUNNING,WOMENS,Bio-EVA,0.58,218.67,58.44,98,TRUE,2024-01-01,2024-12-31,FALSE
1206,402,front,RUNNING,MENS,TENCEL Lyocell,1.09,113.48,88.03,73,TRUE,2024-12-31,9999-12-31,TRUE
1207,403,who,SANDAL,WOMENS,Natural Rubber,0.43,165.4,84.47,99,TRUE,2023-01-01,2024-01-01,FALSE
1208,403,Democrat,RUNNING,WOMENS,Recycled Nylon,1.51,177.22,20.17,20,TRUE,2024-01-01,2024-12-31,FALSE
1209,403,hospital,SNEAKER,KIDS,Natural Rubber,0.83,67.84,89.89,56,TRUE,2024-12-31,9999-12-31,TRUE
1210,404,form,FORMAL,WOMENS,Recycled Nylon,1.43,82.8,4.92,56,TRUE,2023-01-01,2024-01-01,FALSE
1211,404,job,SNEAKER,MENS,TENCEL Lyocell,0.51,75.77,91.33,92,FALSE,2024-01-01,2024-12-31,FALSE
1212,404,answer,SNEAKER,WOMENS,Apple Leather,1.29,114.26,99.54,53,TRUE,2024-12-31,9999-12-31,TRUE
1213,405,order,SLIPPER,UNISEX,Chrome-free Leather,0.71,62.52,45.7,0,TRUE,2023-01-01,2024-01-01,FALSE
1214,405,treat,RUNNING,KIDS,Organic Cotton,0.83,104.1,6.53,83,TRUE,2024-01-01,2024-12-31,FALSE
1215,405,do,SLIPPER,WOMENS,Recycled Rubber,0.87,137.99,95.13,35,FALSE,2024-12-31,9999-12-31,TRUE
1216,406,site,FORMAL,WOMENS,Recycled Nylon,0.61,40.95,51.86,17,FALSE,2023-01-01,2024-01-01,FALSE
1217,406,child,SANDAL,WOMENS,TENCEL Lyocell,1.44,177.8,37.17,53,FALSE,2024-01-01,2024-12-31,FALSE
1218,406,admit,RUNNING,WOMENS,Algae Foam,0.58,208.98,66.87,46,FALSE,2024-12-31,9999-12-31,TRUE
1219,407,every,SNEAKER,WOMENS,Cork,0.77,170.32,90.9,33,FALSE,2023-01-01,2024-01-01,FALSE
1220,407,on,SNEAKER,WOMENS,Recycled PET,0.96,193.34,14.43,52,TRUE,2024-01-01,2024-12-31,FALSE
1221,407,worry,RUNNING,MENS,Algae Foam,0.59,42.14,89.72,11,TRUE,2024-12-31,9999-12-31,TRUE
1222,408,pattern,SNEAKER,KIDS,Cork,0.9,227.61,44.04,77,FALSE,2023-01-01,2024-01-01,FALSE
1223,408,particularly,SNEAKER,MENS,Recycled Nylon,0.71,106.8,54.0,78,FALSE,2024-01-01,2024-12-31,FALSE
1224,408,service,SNEAKER,MENS,TENCEL Lyocell,1.09,65.42,51.47,18,TRUE,2024-12-31,9999-12-31,TRUE
1225,409,key,SNEAKER,WOMENS,Chrome-free Leather,1.46,61.1,22.62,23,FALSE,2023-01-01,2024-01-01,FALSE
1226,409,find,RUNNING,MENS,Cork,1.11,147.55,98.76,34,FALSE,2024-01-01,2024-12-31,FALSE
1227,409,claim,SNEAKER,MENS,Recycled Rubber,1.1,235.27,3.42,49,FALSE,2024-12-31,9999-12-31,TRUE
1228,410,deal,SANDAL,KIDS,Recycled PET,1.16,214.43,23.78,50,TRUE,2023-01-01,2024-01-01,FALSE
1229,410,girl,BOOT,MENS,Chrome-free Leather,1.15,210.57,57.72,57,FALSE,2024-01-01,2024-12-31,FALSE
1230,410,drug,RUNNING,WOMENS,Cork,1.29,176.65,51.45,43,TRUE,2024-12-31,9999-12-31,TRUE
1231,411,hundred,FORMAL,WOMENS,TENCEL Lyocell,0.98,154.27,66.32,85,FALSE,2023-01-01,2024-01-01,FALSE
1232,411,over,SANDAL,WOMENS,TENCEL Lyocell,0.91,44.34,54.33,12,TRUE,2024-01-01,2024-12-31,FALSE
1233,411,these,RUNNING,WOMENS,Algae Foam,0.75,222.39,30.7,55,FALSE,2024-12-31,9999-12-31,TRUE
1234,412,else,FORMAL,KIDS,Apple Leather,0.62,211.21,88.56,65,TRUE,2023-01-01,2024-01-01,FALSE
1235,412,money,SANDAL,WOMENS,Recycled PET,1.28,113.33,60.09,19,FALSE,2024-01-01,2024-12-31,FALSE
1236,412,oil,RUNNING,WOMENS,Algae Foam,1.05,184.68,99.72,21,TRUE,2024-12-31,9999-12-31,TRUE
1237,413,real,SNEAKER,WOMENS,Recycled Rubber,1.14,216.08,75.11,19,FALSE,2023-01-01,2024-01-01,FALSE
1238,413,yet,SLIPPER,MENS,Natural Rubber,0.46,242.52,40.09,49,FALSE,2024-01-01,2024-12-31,FALSE
1239,413,reveal,SLIPPER,UNISEX,Cork,0.56,236.01,0.04,32,FALSE,2024-12-31,9999-12-31,TRUE
1240,414,green,BOOT,WOMENS,Hemp Canvas,1.11,53.03,75.52,17,TRUE,2023-01-01,2024-01-01,FALSE
1241,414,even,SANDAL,UNISEX,TENCEL Lyocell,1.54,89.92,78.63,82,TRUE,2024-01-01,2024-12-31,FALSE
1242,414,source,BOOT,WOMENS,Chrome-free Leather,0.67,238.3,14.04,51,TRUE,2024-12-31,9999-12-31,TRUE
1243,415,term,SANDAL,KIDS,Organic Cotton,0.93,180.17,76.06,1,FALSE,2023-01-01,2024-01-01,FALSE
1244,415,middle,RUNNING,MENS,TENCEL Lyocell,1.12,87.76,43.83,15,FALSE,2024-01-01,2024-12-31,FALSE
1245,415,several,BOOT,WOMENS,Recycled Nylon,1.31,190.2,87.52,5,TRUE,2024-12-31,9999-12-31,TRUE
1246,416,quality,FORMAL,WOMENS,Cork,1.1,223.01,69.14,62,FALSE,2023-01-01,2024-01-01,FALSE
1247,416,sister,SNEAKER,WOMENS,Apple Leather,1.12,164.8,36.25,85,TRUE,2024-01-01,2024-12-31,FALSE
1248,416,military,SANDAL,MENS,Recycled PET,0.53,200.69,84.23,93,TRUE,2024-12-31,9999-12-31,TRUE
1249,417,magazine,SNEAKER,MENS,Cork,1.4,245.45,8.31,12,FALSE,2023-01-01,2024-01-01,FALSE
1250,417,concern,RUNNING,MENS,Natural Rubber,0.92,94.81,99.73,90,TRUE,2024-01-01,2024-12-31,FALSE
1251,417,significant,BOOT,MENS,Recycled Rubber,1.44,179.19,4.21,13,FALSE,2024-12-31,9999-12-31,TRUE
1252,418,stuff,SANDAL,KIDS,Algae Foam,0.54,199.45,36.07,86,FALSE,2023-01-01,2024-01-01,FALSE
1253,418,he,BOOT,UNISEX,Hemp Canvas,0.45,174.89,44.02,58,FALSE,2024-01-01,2024-12-31,FALSE
1254,418,condition,RUNNING,KIDS,TENCEL Lyocell,1.15,202.3,66.91,3,TRUE,2024-12-31,9999-12-31,TRUE
1255,419,challenge,SNEAKER,MENS,Bio-EVA,0.75,125.55,2.84,58,FALSE,2023-01-01,2024-01-01,FALSE
1256,419,service,SNEAKER,UNISEX,Chrome-free Leather,1.57,91.23,44.6,6,TRUE,2024-01-01,2024-12-31,FALSE
1257,419,office,BOOT,MENS,TENCEL Lyocell,0.59,156.28,86.35,82,TRUE,2024-12-31,9999-12-31,TRUE
1258,420,middle,RUNNING,WOMENS,TENCEL Lyocell,1.41,218.9,33.38,78,FALSE,2023-01-01,2024-01-01,FALSE
1259,420,create,SANDAL,KIDS,Bio-EVA,0.77,230.98,9.04,51,TRUE,2024-01-01,2024-12-31,FALSE
1260,420,whom,RUNNING,WOMENS,Chrome-free Leather,0.72,187.55,35.06,56,FALSE,2024-12-31,9999-12-31,TRUE
1261,421,visit,SANDAL,KIDS,Bio-EVA,0.53,161.19,90.88,89,FALSE,2023-01-01,2024-01-01,FALSE
1262,421,occur,SNEAKER,MENS,Natural Rubber,1.14,54.95,9.34,91,FALSE,2024-01-01,2024-12-31,FALSE
1263,421,quality,FORMAL,MENS,Bio-EVA,1.26,150.89,39.68,49,TRUE,2024-12-31,9999-12-31,TRUE
1264,422,artist,SLIPPER,UNISEX,Recycled Nylon,0.75,158.72,8.22,28,TRUE,2023-01-01,2024-01-01,FALSE
1265,422,need,SNEAKER,MENS,Hemp Canvas,0.73,142.84,83.32,28,TRUE,2024-01-01,2024-12-31,FALSE
1266,422,along,SNEAKER,MENS,Natural Rubber,0.41,90.17,2.08,78,TRUE,2024-12-31,9999-12-31,TRUE
1267,423,those,RUNNING,MENS,Apple Leather,0.63,78.07,51.86,51,FALSE,2023-01-01,2024-01-01,FALSE
1268,423,throw,FORMAL,KIDS,Hemp Canvas,1.25,245.2,80.34,33,TRUE,2024-01-01,2024-12-31,FALSE
1269,423,bad,RUNNING,KIDS,Natural Rubber,1.05,55.18,69.32,41,FALSE,2024-12-31,9999-12-31,TRUE
1270,424,you,SLIPPER,WOMENS,Algae Foam,0.55,245.01,78.42,64,FALSE,2023-01-01,2024-01-01,FALSE
1271,424,television,RUNNING,WOMENS,TENCEL Lyocell,0.67,112.15,70.21,70,FALSE,2024-01-01,2024-12-31,FALSE
1272,424,relate,SNEAKER,WOMENS,Recycled Nylon,0.95,130.95,59.11,8,FALSE,2024-12-31,9999-12-31,TRUE
1273,425,anything,SNEAKER,MENS,Algae Foam,0.47,112.0,86.76,18,TRUE,2023-01-01,2024-01-01,FALSE
1274,425,south,RUNNING,KIDS,Bio-EVA,0.7,227.27,2.76,76,TRUE,2024-01-01,2024-12-31,FALSE
1275,425,according,SANDAL,KIDS,Apple Leather,0.66,133.94,53.84,86,TRUE,2024-12-31,9999-12-31,TRUE
1276,426,itself,SNEAKER,UNISEX,Algae Foam,0.89,199.92,98.02,75,TRUE,2023-01-01,2024-01-01,FALSE
1277,426,certain,SNEAKER,MENS,Hemp Canvas,0.83,64.13,97.74,78,TRUE,2024-01-01,2024-12-31,FALSE
1278,426,thousand,RUNNING,WOMENS,Natural Rubber,1.58,201.48,98.96,23,TRUE,2024-12-31,9999-12-31,TRUE
1279,427,professor,FORMAL,UNISEX,Bio-EVA,0.51,123.75,70.09,87,TRUE,2023-01-01,2024-01-01,FALSE
1280,427,during,RUNNING,MENS,Organic Cotton,0.81,59.13,35.52,90,TRUE,2024-01-01,2024-12-31,FALSE
1281,427,author,SNEAKER,WOMENS,Bio-EVA,0.64,112.75,64.72,10,TRUE,2024-12-31,9999-12-31,TRUE
1282,428,second,SANDAL,MENS,Recycled PET,1.13,245.22,5.91,47,TRUE,2023-01-01,2024-01-01,FALSE
1283,428,city,SNEAKER,KIDS,Recycled PET,0.79,103.32,80.0,72,FALSE,2024-01-01,2024-12-31,FALSE
1284,428,act,FORMAL,KIDS,Natural Rubber,1.15,77.18,21.84,44,TRUE,2024-12-31,9999-12-31,TRUE
1285,429,discover,BOOT,WOMENS,Chrome-free Leather,0.61,131.55,84.6,98,TRUE,2023-01-01,2024-01-01,FALSE
1286,429,mouth,SNEAKER,UNISEX,Recycled PET,0.45,151.89,95.8,15,FALSE,2024-01-01,2024-12-31,FALSE
1287,429,lose,RUNNING,WOMENS,Chrome-free Leather,0.62,147.88,90.02,63,TRUE,2024-12-31,9999-12-31,TRUE
1288,430,hour,SNEAKER,MENS,Chrome-free Leather,0.95,177.28,83.18,100,TRUE,2023-01-01,2024-01-01,FALSE
1289,430,as,SNEAKER,MENS,Chrome-free Leather,0.84,89.28,81.76,24,FALSE,2024-01-01,2024-12-31,FALSE
1290,430,prepare,SNEAKER,WOMENS,Apple Leather,0.98,216.16,65.97,96,FALSE,2024-12-31,9999-12-31,TRUE
1291,431,pull,SNEAKER,MENS,Recycled Rubber,0.78,149.74,57.51,68,FALSE,2023-01-01,2024-01-01,FALSE
1292,431,reflect,SANDAL,MENS,Bio-EVA,0.56,199.34,29.3,80,TRUE,2024-01-01,2024-12-31,FALSE
1293,431,world,RUNNING,WOMENS,Recycled PET,0.53,156.86,60.97,39,TRUE,2024-12-31,9999-12-31,TRUE
1294,432,practice,SANDAL,WOMENS,Hemp Canvas,0.47,213.56,18.81,11,TRUE,2023-01-01,2024-01-01,FALSE
1295,432,while,BOOT,UNISEX,Algae Foam,1.17,194.24,53.43,6,FALSE,2024-01-01,2024-12-31,FALSE
1296,432,meeting,RUNNING,WOMENS,Algae Foam,1.39,182.67,43.38,65,FALSE,2024-12-31,9999-12-31,TRUE
1297,433,receive,SNEAKER,MENS,Hemp Canvas,1.49,59.72,95.0,28,FALSE,2023-01-01,2024-01-01,FALSE
1298,433,method,SNEAKER,WOMENS,Natural Rubber,1.17,42.27,92.21,26,FALSE,2024-01-01,2024-12-31,FALSE
1299,433,admit,SNEAKER,WOMENS,Recycled Nylon,1.19,231.2,33.08,22,FALSE,2024-12-31,9999-12-31,TRUE
1300,434,according,SANDAL,MENS,Recycled Nylon,0.45,68.75,24.62,85,TRUE,2023-01-01,2024-01-01,FALSE
1301,434,night,FORMAL,MENS,Hemp Canvas,1.48,104.05,94.03,83,FALSE,2024-01-01,2024-12-31,FALSE
1302,434,ok,SNEAKER,MENS,Chrome-free Leather,0.9,97.4,90.11,99,TRUE,2024-12-31,9999-12-31,TRUE
1303,435,its,BOOT,MENS,Chrome-free Leather,1.24,133.32,66.3,28,TRUE,2023-01-01,2024-01-01,FALSE
1304,435,actually,SNEAKER,WOMENS,TENCEL Lyocell,0.48,151.76,16.74,94,TRUE,2024-01-01,2024-12-31,FALSE
1305,435,adult,BOOT,KIDS,Chrome-free Leather,1.04,98.79,57.01,13,FALSE,2024-12-31,9999-12-31,TRUE
1306,436,next,RUNNING,UNISEX,Natural Rubber,0.5,216.76,20.08,66,FALSE,2023-01-01,2024-01-01,FALSE
1307,436,seven,RUNNING,WOMENS,Natural Rubber,1.4,77.74,76.25,8,TRUE,2024-01-01,2024-12-31,FALSE
1308,436,face,BOOT,MENS,Organic Cotton,1.12,47.62,93.36,98,FALSE,2024-12-31,9999-12-31,TRUE
1309,437,north,SANDAL,MENS,Recycled PET,0.42,71.07,85.95,32,FALSE,2023-01-01,2024-01-01,FALSE
1310,437,few,RUNNING,WOMENS,Recycled Rubber,0.87,71.15,29.18,8,TRUE,2024-01-01,2024-12-31,FALSE
1311,437,adult,BOOT,WOMENS,Hemp Canvas,0.43,131.51,84.34,77,FALSE,2024-12-31,9999-12-31,TRUE
1312,438,morning,BOOT,WOMENS,Apple Leather,0.47,182.8,40.99,68,TRUE,2023-01-01,2024-01-01,FALSE
1313,438,tax,SANDAL,MENS,Bio-EVA,0.45,228.32,68.43,0,TRUE,2024-01-01,2024-12-31,FALSE
1314,438,save,BOOT,UNISEX,TENCEL Lyocell,0.54,86.15,62.83,72,FALSE,2024-12-31,9999-12-31,TRUE
1315,439,represent,SNEAKER,UNISEX,Cork,1.09,120.07,68.56,49,TRUE,2023-01-01,2024-01-01,FALSE
1316,439,law,SANDAL,MENS,Recycled Rubber,0.81,246.48,45.5,19,TRUE,2024-01-01,2024-12-31,FALSE
1317,439,sure,FORMAL,WOMENS,Bio-EVA,1.28,241.24,38.85,32,FALSE,2024-12-31,9999-12-31,TRUE
1318,440,yard,RUNNING,WOMENS,TENCEL Lyocell,0.57,135.59,71.07,69,FALSE,2023-01-01,2024-01-01,FALSE
1319,440,where,SLIPPER,WOMENS,Recycled Rubber,0.65,124.22,88.36,58,FALSE,2024-01-01,2024-12-31,FALSE
1320,440,country,RUNNING,MENS,Chrome-free Leather,0.79,122.77,72.33,26,TRUE,2024-12-31,9999-12-31,TRUE
1321,441,both,SANDAL,MENS,Apple Leather,1.28,203.67,36.34,59,FALSE,2023-01-01,2024-01-01,FALSE
1322,441,why,SANDAL,MENS,Recycled Rubber,0.66,68.68,10.87,83,TRUE,2024-01-01,2024-12-31,FALSE
1323,441,big,FORMAL,KIDS,Recycled Nylon,0.89,80.88,33.77,20,FALSE,2024-12-31,9999-12-31,TRUE
1324,442,need,FORMAL,MENS,Apple Leather,0.43,82.36,56.74,22,TRUE,2023-01-01,2024-01-01,FALSE
1325,442,church,SANDAL,MENS,Organic Cotton,0.88,203.19,19.78,52,TRUE,2024-01-01,2024-12-31,FALSE
1326,442,effect,SNEAKER,UNISEX,TENCEL Lyocell,0.98,167.18,76.34,67,FALSE,2024-12-31,9999-12-31,TRUE
1327,443,dark,FORMAL,MENS,TENCEL Lyocell,0.5,40.82,86.22,6,TRUE,2023-01-01,2024-01-01,FALSE
1328,443,president,SNEAKER,KIDS,Chrome-free Leather,1.29,240.17,30.76,8,TRUE,2024-01-01,2024-12-31,FALSE
1329,443,new,FORMAL,MENS,TENCEL Lyocell,0.97,186.76,28.97,12,FALSE,2024-12-31,9999-12-31,TRUE
1330,444,entire,SNEAKER,UNISEX,Organic Cotton,0.54,230.15,40.97,71,FALSE,2023-01-01,2024-01-01,FALSE
1331,444,teacher,RUNNING,KIDS,Hemp Canvas,1.48,243.99,66.39,18,FALSE,2024-01-01,2024-12-31,FALSE
1332,444,health,SNEAKER,WOMENS,Recycled Nylon,0.97,139.14,76.71,75,FALSE,2024-12-31,9999-12-31,TRUE
1333,445,example,SANDAL,KIDS,Recycled Rubber,0.62,226.74,97.03,85,FALSE,2023-01-01,2024-01-01,FALSE
1334,445,stuff,FORMAL,KIDS,Recycled Nylon,0.48,67.34,30.01,50,FALSE,2024-01-01,2024-12-31,FALSE
1335,445,industry,SNEAKER,KIDS,Apple Leather,0.64,172.19,29.23,100,TRUE,2024-12-31,9999-12-31,TRUE
1336,446,bar,BOOT,UNISEX,Recycled PET,1.47,126.73,16.91,32,TRUE,2023-01-01,2024-01-01,FALSE
1337,446,hour,SNEAKER,MENS,Recycled Nylon,0.99,229.22,5.2,30,FALSE,2024-01-01,2024-12-31,FALSE
1338,446,into,SNEAKER,KIDS,Chrome-free Leather,0.73,247.97,65.67,84,TRUE,2024-12-31,9999-12-31,TRUE
1339,447,machine,BOOT,WOMENS,Apple Leather,1.15,193.27,1.92,48,TRUE,2023-01-01,2024-01-01,FALSE
1340,447,other,RUNNING,MENS,Hemp Canvas,0.72,117.78,36.68,65,FALSE,2024-01-01,2024-12-31,FALSE
1341,447,either,SANDAL,MENS,Chrome-free Leather,1.53,190.01,55.24,62,TRUE,2024-12-31,9999-12-31,TRUE
1342,448,same,SNEAKER,MENS,Hemp Canvas,1.37,230.8,86.15,14,TRUE,2023-01-01,2024-01-01,FALSE
1343,448,draw,SNEAKER,UNISEX,Natural Rubber,0.61,52.64,57.19,30,FALSE,2024-01-01,2024-12-31,FALSE
1344,448,first,FORMAL,WOMENS,Recycled PET,1.37,221.73,61.75,19,FALSE,2024-12-31,9999-12-31,TRUE
1345,449,return,SLIPPER,KIDS,Recycled Rubber,0.8,178.64,61.26,7,FALSE,2023-01-01,2024-01-01,FALSE
1346,449,their,SNEAKER,UNISEX,Recycled PET,0.51,238.79,0.38,87,TRUE,2024-01-01,2024-12-31,FALSE
1347,449,thus,SNEAKER,WOMENS,Bio-EVA,1.04,138.97,19.73,63,FALSE,2024-12-31,9999-12-31,TRUE
1348,450,be,SNEAKER,WOMENS,Hemp Canvas,1.44,51.87,18.49,0,TRUE,2023-01-01,2024-01-01,FALSE
1349,450,ready,SLIPPER,WOMENS,Recycled Nylon,1.09,78.76,12.4,97,TRUE,2024-01-01,2024-12-31,FALSE
1350,450,toward,SNEAKER,WOMENS,Apple Leather,0.59,172.41,59.23,76,TRUE,2024-12-31,9999-12-31,TRUE
1351,451,rate,BOOT,WOMENS,Bio-EVA,0.81,89.56,0.7,87,TRUE,2023-01-01,2024-01-01,FALSE
1352,451,song,SANDAL,WOMENS,Recycled PET,0.81,192.91,61.98,55,TRUE,2024-01-01,2024-12-31,FALSE
1353,451,almost,SANDAL,MENS,Recycled PET,1.29,57.53,58.81,46,FALSE,2024-12-31,9999-12-31,TRUE
1354,452,better,BOOT,KIDS,Algae Foam,1.27,106.0,35.81,61,TRUE,2023-01-01,2024-01-01,FALSE
1355,452,into,RUNNING,MENS,Algae Foam,1.29,86.9,17.06,88,TRUE,2024-01-01,2024-12-31,FALSE
1356,452,hundred,RUNNING,MENS,Apple Leather,1.42,243.18,46.36,59,TRUE,2024-12-31,9999-12-31,TRUE
1357,453,huge,SNEAKER,UNISEX,Cork,0.43,68.28,31.67,80,TRUE,2023-01-01,2024-01-01,FALSE
1358,453,old,RUNNING,MENS,TENCEL Lyocell,1.49,70.72,94.6,27,TRUE,2024-01-01,2024-12-31,FALSE
1359,453,maybe,RUNNING,WOMENS,Chrome-free Leather,0.43,121.37,30.35,70,TRUE,2024-12-31,9999-12-31,TRUE
1360,454,arrive,SNEAKER,MENS,Cork,0.92,217.84,48.73,85,TRUE,2023-01-01,2024-01-01,FALSE
1361,454,public,SLIPPER,WOMENS,Bio-EVA,0.97,99.76,23.52,63,FALSE,2024-01-01,2024-12-31,FALSE
1362,454,act,RUNNING,WOMENS,Bio-EVA,0.59,171.4,68.41,54,FALSE,2024-12-31,9999-12-31,TRUE
1363,455,scientist,BOOT,MENS,Chrome-free Leather,0.85,183.59,12.81,72,FALSE,2023-01-01,2024-01-01,FALSE
1364,455,Congress,SNEAKER,MENS,Cork,0.65,107.5,23.34,40,FALSE,2024-01-01,2024-12-31,FALSE
1365,455,beautiful,FORMAL,MENS,Bio-EVA,0.81,205.7,69.83,16,FALSE,2024-12-31,9999-12-31,TRUE
1366,456,money,SANDAL,MENS,Recycled Nylon,1.25,166.97,81.33,31,TRUE,2023-01-01,2024-01-01,FALSE
1367,456,through,RUNNING,WOMENS,Algae Foam,0.51,196.54,62.36,10,FALSE,2024-01-01,2024-12-31,FALSE
1368,456,leader,RUNNING,UNISEX,Apple Leather,1.27,53.05,38.96,24,FALSE,2024-12-31,9999-12-31,TRUE
1369,457,quite,SNEAKER,WOMENS,Recycled Nylon,0.47,90.78,63.31,41,TRUE,2023-01-01,2024-01-01,FALSE
1370,457,still,BOOT,MENS,TENCEL Lyocell,1.55,140.79,31.42,68,TRUE,2024-01-01,2024-12-31,FALSE
1371,457,glass,SANDAL,WOMENS,Apple Leather,1.13,101.08,6.06,24,FALSE,2024-12-31,9999-12-31,TRUE
1372,458,others,RUNNING,WOMENS,Chrome-free Leather,1.24,218.07,29.82,26,TRUE,2023-01-01,2024-01-01,FALSE
1373,458,toward,SNEAKER,MENS,TENCEL Lyocell,0.49,136.64,90.98,18,TRUE,2024-01-01,2024-12-31,FALSE
1374,458,beyond,RUNNING,WOMENS,Cork,0.78,235.75,45.59,25,FALSE,2024-12-31,9999-12-31,TRUE
1375,459,want,RUNNING,WOMENS,Organic Cotton,1.55,65.02,86.77,70,TRUE,2023-01-01,2024-01-01,FALSE
1376,459,news,SNEAKER,UNISEX,Chrome-free Leather,0.43,130.19,32.39,22,TRUE,2024-01-01,2024-12-31,FALSE
1377,459,wide,SANDAL,WOMENS,Bio-EVA,1.08,158.39,88.33,7,FALSE,2024-12-31,9999-12-31,TRUE
1378,460,and,SANDAL,MENS,Apple Leather,0.57,60.47,16.34,91,TRUE,2023-01-01,2024-01-01,FALSE
1379,460,drug,SANDAL,KIDS,Chrome-free Leather,0.9,196.68,49.25,69,TRUE,2024-01-01,2024-12-31,FALSE
1380,460,development,RUNNING,UNISEX,Hemp Canvas,1.06,57.79,20.73,20,TRUE,2024-12-31,9999-12-31,TRUE
1381,461,wear,FORMAL,WOMENS,Natural Rubber,1.17,156.11,5.25,89,TRUE,2023-01-01,2024-01-01,FALSE
1382,461,trip,SNEAKER,WOMENS,Natural Rubber,0.58,221.8,50.06,41,TRUE,2024-01-01,2024-12-31,FALSE
1383,461,role,BOOT,MENS,Algae Foam,0.75,43.94,71.47,53,FALSE,2024-12-31,9999-12-31,TRUE
1384,462,very,SNEAKER,MENS,Natural Rubber,1.1,40.5,70.18,74,FALSE,2023-01-01,2024-01-01,FALSE
1385,462,our,RUNNING,UNISEX,Chrome-free Leather,0.58,40.54,62.77,79,TRUE,2024-01-01,2024-12-31,FALSE
1386,462,may,BOOT,MENS,Organic Cotton,0.64,166.6,33.45,41,FALSE,2024-12-31,9999-12-31,TRUE
1387,463,experience,RUNNING,MENS,Cork,0.93,242.22,67.18,98,TRUE,2023-01-01,2024-01-01,FALSE
1388,463,any,SNEAKER,WOMENS,TENCEL Lyocell,1.29,222.59,20.01,72,FALSE,2024-01-01,2024-12-31,FALSE
1389,463,window,SNEAKER,MENS,Natural Rubber,1.11,102.71,46.38,82,FALSE,2024-12-31,9999-12-31,TRUE
1390,464,bad,BOOT,UNISEX,Bio-EVA,1.01,104.08,21.64,23,FALSE,2023-01-01,2024-01-01,FALSE
1391,464,return,SNEAKER,KIDS,Chrome-free Leather,0.79,245.69,60.18,21,FALSE,2024-01-01,2024-12-31,FALSE
1392,464,wish,RUNNING,MENS,TENCEL Lyocell,1.2,235.94,7.77,13,FALSE,2024-12-31,9999-12-31,TRUE
1393,465,fast,FORMAL,MENS,Recycled Nylon,1.54,234.33,30.34,48,FALSE,2023-01-01,2024-01-01,FALSE
1394,465,way,SLIPPER,WOMENS,Chrome-free Leather,1.17,242.9,74.18,47,TRUE,2024-01-01,2024-12-31,FALSE
1395,465,of,RUNNING,WOMENS,TENCEL Lyocell,1.48,102.43,26.27,26,TRUE,2024-12-31,9999-12-31,TRUE
1396,466,organization,BOOT,KIDS,TENCEL Lyocell,1.46,234.73,17.46,14,TRUE,2023-01-01,2024-01-01,FALSE
1397,466,really,SNEAKER,UNISEX,Algae Foam,1.07,95.71,70.29,61,TRUE,2024-01-01,2024-12-31,FALSE
1398,466,alone,BOOT,WOMENS,Chrome-free Leather,0.85,46.8,43.25,59,TRUE,2024-12-31,9999-12-31,TRUE
1399,467,country,SLIPPER,MENS,Recycled PET,0.48,200.6,28.08,36,FALSE,2023-01-01,2024-01-01,FALSE
1400,467,woman,SNEAKER,WOMENS,Hemp Canvas,1.56,78.49,68.97,0,FALSE,2024-01-01,2024-12-31,FALSE
1401,467,to,SNEAKER,MENS,Recycled Nylon,1.07,186.62,79.2,91,FALSE,2024-12-31,9999-12-31,TRUE
1402,468,forward,SNEAKER,MENS,Recycled Rubber,0.95,138.22,16.39,84,FALSE,2023-01-01,2024-01-01,FALSE
1403,468,admit,SANDAL,MENS,Bio-EVA,1.17,124.47,58.02,47,TRUE,2024-01-01,2024-12-31,FALSE
1404,468,despite,RUNNING,WOMENS,TENCEL Lyocell,1.3,142.85,54.23,46,FALSE,2024-12-31,9999-12-31,TRUE
1405,469,people,SNEAKER,WOMENS,Organic Cotton,1.51,174.55,45.08,69,FALSE,2023-01-01,2024-01-01,FALSE
1406,469,charge,SNEAKER,WOMENS,Algae Foam,1.43,170.26,59.88,69,FALSE,2024-01-01,2024-12-31,FALSE
