order_line_id,dim_date_id,dim_customer_id,dim_product_id,dim_supplier_id,dim_factory_id,dim_ship_mode_id,order_ts,channel,quantity,unit_price,discount,line_revenue,embodied_co2e_kg_per_unit,transport_co2e_kg_per_unit,packaging_waste_kg_per_unit,manufacturing_waste_kg_per_unit,line_co2e_kg,line_waste_kg,co2e_per_revenue_dollar,offset_purchased,return_flag
15487,420,1516,1209,261,12,1,2026-02-24 14:19:59,RETAIL,2,73.78,0.02,144.61,7.6991,10.458,0.24,0.39,36.314,1.26,0.2511,FALSE,EXCHANGED
15488,565,3654,1677,12,6,3,2026-07-19 02:27:52,RETAIL,3,156.37,0.34,309.61,4.0539,1.1088,0.19,0.44,15.488,1.89,0.05,TRUE,EXCHANGED
15489,463,2863,534,177,17,1,2026-04-08 04:51:31,APP,1,104.78,0.08,96.4,5.6348,13.86,0.15,0.3,19.495,0.45,0.2022,TRUE,NONE
15490,244,3070,678,36,23,5,2025-09-01 02:18:36,RETAIL,4,141.48,0.1,509.33,9.3829,0.0009,0.07,0.55,37.535,2.48,0.0737,FALSE,NONE
15491,242,2042,927,321,36,4,2025-08-30 06:42:37,WHOLESALE,3,54.02,0.35,105.34,6.2812,0.2755,0.19,0.1,19.67,0.87,0.1867,TRUE,NONE
15492,40,209,1551,276,27,5,2025-02-09 16:47:40,RETAIL,1,248.54,0.12,218.72,9.1675,0.0008,0.01,0.52,9.168,0.53,0.0419,FALSE,NONE
15493,277,1042,1851,405,12,5,2025-10-04 07:55:18,WEB,1,248.98,0.25,186.73,12.3875,0.0025,0.2,0.21,12.39,0.41,0.0664,TRUE,NONE
15494,414,2186,801,345,22,6,2026-02-18 10:49:48,WHOLESALE,3,221.28,0.31,458.05,6.2667,0.0,0.08,0.25,18.8,0.99,0.041,FALSE,NONE
15495,221,1599,522,195,33,2,2025-08-09 21:20:29,MARKETPLACE,4,91.74,0.13,319.26,9.2213,0.1282,0.02,0.49,37.398,2.04,0.1171,FALSE,NONE
15496,511,3396,522,150,14,1,2026-05-26 00:39:49,WEB,2,147.14,0.0,294.28,7.7788,11.214,0.08,0.09,37.986,0.34,0.1291,FALSE,NONE
15497,369,3853,1929,420,3,2,2026-01-04 14:42:19,RETAIL,1,176.36,0.18,144.62,13.5398,0.1181,0.22,0.56,13.658,0.78,0.0944,FALSE,NONE
15498,202,2190,1938,378,31,2,2025-07-21 14:38:17,APP,2,134.59,0.08,247.65,4.3951,0.157,0.19,0.53,9.104,1.44,0.0368,TRUE,EXCHANGED
15499,192,4170,1854,240,1,4,2025-07-11 04:06:16,APP,2,101.78,0.32,138.42,6.9698,0.205,0.07,0.33,14.35,0.8,0.1037,TRUE,NONE
15500,434,875,1494,69,39,4,2026-03-10 03:16:38,WEB,2,128.53,0.31,177.37,1.3118,0.4267,0.12,0.44,3.477,1.12,0.0196,FALSE,EXCHANGED
15501,454,1981,2157,228,14,6,2026-03-30 13:45:31,WEB,2,56.54,0.01,111.95,8.4784,0.0,0.06,0.19,16.957,0.5,0.1515,FALSE,NONE
15502,228,3145,606,174,15,1,2025-08-16 10:30:46,APP,4,138.61,0.06,521.17,13.5938,16.002,0.16,0.54,118.383,2.8,0.2271,TRUE,NONE
15503,380,2082,1056,378,24,1,2026-01-15 11:35:31,MARKETPLACE,4,104.52,0.28,301.02,2.1969,11.088,0.06,0.26,53.14,1.28,0.1765,FALSE,NONE
15504,262,1798,1260,363,17,4,2025-09-19 00:24:08,RETAIL,2,100.07,0.2,160.11,12.6741,0.2419,0.02,0.28,25.832,0.6,0.1613,FALSE,NONE
15505,104,4132,2175,162,11,1,2025-04-14 18:09:50,RETAIL,3,41.8,0.23,96.56,5.6193,5.67,0.04,0.53,33.868,1.71,0.3507,TRUE,RETURNED
15506,395,1667,429,432,29,6,2026-01-30 19:23:32,RETAIL,4,233.59,0.11,831.58,13.8968,0.0,0.23,0.37,55.587,2.4,0.0668,TRUE,NONE
15507,458,2394,1203,150,22,2,2026-04-03 19:53:25,WEB,3,124.38,0.03,361.95,6.3707,0.0835,0.12,0.32,19.363,1.32,0.0535,FALSE,NONE
15508,377,622,2136,273,7,3,2026-01-12 04:25:26,WEB,4,199.1,0.25,597.3,4.9614,1.782,0.12,0.29,26.974,1.64,0.0452,FALSE,NONE
15509,126,153,495,291,6,5,2025-05-06 18:41:10,RETAIL,3,139.06,0.1,375.46,12.3759,0.0013,0.25,0.14,37.132,1.17,0.0989,TRUE,NONE
15510,507,1988,2094,156,9,2,2026-05-22 04:23:36,MARKETPLACE,2,164.82,0.05,313.16,12.2841,0.0965,0.22,0.35,24.761,1.14,0.0791,FALSE,NONE
15511,238,2346,702,156,18,4,2025-08-26 01:03:45,APP,4,208.88,0.28,601.57,6.5333,0.5275,0.22,0.42,28.243,2.56,0.0469,FALSE,NONE
15512,260,4675,63,225,26,6,2025-09-17 05:10:37,MARKETPLACE,3,146.08,0.23,337.44,5.2024,0.0,0.08,0.49,15.607,1.71,0.0463,FALSE,RETURNED
15513,472,3456,1914,99,1,3,2026-04-17 13:34:17,APP,2,207.43,0.06,389.97,11.3682,1.1616,0.14,0.45,25.06,1.18,0.0643,FALSE,RETURNED
15514,356,933,471,93,33,3,2025-12-22 22:22:18,RETAIL,2,165.61,0.31,228.54,19.7133,1.8216,0.16,0.06,43.07,0.44,0.1885,TRUE,NONE
15515,439,4237,1440,198,17,4,2026-03-15 00:15:26,MARKETPLACE,4,50.59,0.3,141.65,19.6063,0.5174,0.1,0.44,80.495,2.16,0.5683,TRUE,NONE
15516,432,3148,351,150,27,5,2026-03-08 17:50:46,WEB,4,242.01,0.3,677.63,8.4044,0.0019,0.15,0.54,33.625,2.76,0.0496,TRUE,NONE
15517,458,35,273,270,23,4,2026-04-03 22:58:17,RETAIL,1,155.94,0.03,151.26,3.7463,0.4166,0.16,0.09,4.163,0.25,0.0275,TRUE,RETURNED
15518,422,3356,1941,12,39,2,2026-02-26 21:58:49,WEB,1,100.39,0.03,97.38,1.5921,0.0806,0.09,0.25,1.673,0.34,0.0172,FALSE,NONE
15519,139,4430,456,144,27,1,2025-05-19 15:37:40,WEB,2,136.19,0.21,215.18,8.0585,20.034,0.2,0.19,56.185,0.78,0.2611,TRUE,RETURNED
15520,146,3520,1464,396,19,2,2025-05-26 08:27:34,WEB,3,72.67,0.1,196.21,14.0412,0.1022,0.16,0.38,42.43,1.62,0.2162,TRUE,RETURNED
15521,224,4031,138,99,15,1,2025-08-12 11:46:41,RETAIL,2,132.89,0.22,207.31,14.0059,5.796,0.22,0.5,39.604,1.44,0.191,FALSE,NONE
15522,264,1369,1056,105,23,2,2025-09-21 23:34:42,RETAIL,1,64.6,0.18,52.97,7.3444,0.1267,0.16,0.12,7.471,0.28,0.141,TRUE,NONE
15523,268,307,459,408,31,2,2025-09-25 19:58:27,APP,4,52.21,0.25,156.63,5.9012,0.1886,0.04,0.06,24.359,0.4,0.1555,TRUE,NONE
15524,538,4141,351,168,25,1,2026-06-22 10:35:32,WEB,4,85.59,0.06,321.82,7.0668,13.482,0.02,0.26,82.195,1.12,0.2554,FALSE,NONE
15525,230,1924,2088,288,15,1,2025-08-18 05:00:51,RETAIL,1,174.33,0.35,113.31,7.7935,5.04,0.18,0.31,12.834,0.49,0.1133,TRUE,NONE
15526,21,2525,2289,345,40,1,2025-01-21 11:46:03,MARKETPLACE,3,50.86,0.19,123.59,13.6639,13.104,0.04,0.44,80.304,1.44,0.6498,FALSE,NONE
15527,506,3358,1116,105,19,1,2026-05-21 19:47:10,WEB,4,49.42,0.29,140.35,16.1687,6.426,0.23,0.58,90.379,3.24,0.644,TRUE,NONE
15528,218,4574,831,237,23,4,2025-08-06 03:29:36,APP,2,171.0,0.09,311.22,6.3881,0.3293,0.18,0.27,13.435,0.9,0.0432,TRUE,NONE
15529,118,4320,1884,12,38,1,2025-04-28 13:53:47,RETAIL,4,65.27,0.0,261.08,12.0734,6.426,0.02,0.44,73.998,1.84,0.2834,FALSE,RETURNED
15530,95,1667,222,33,17,5,2025-04-05 20:28:03,MARKETPLACE,2,139.26,0.01,275.73,17.5534,0.0017,0.15,0.4,35.11,1.1,0.1273,TRUE,EXCHANGED
15531,17,4833,351,279,36,3,2025-01-17 13:36:20,WEB,2,244.02,0.11,434.36,6.5525,1.4124,0.15,0.35,15.93,1.0,0.0367,TRUE,NONE
15532,8,712,759,57,16,3,2025-01-08 07:40:30,WEB,3,236.99,0.08,654.09,8.002,0.7656,0.16,0.33,26.303,1.47,0.0402,FALSE,NONE
15533,88,3146,1167,33,3,5,2025-03-29 14:05:46,WEB,1,221.9,0.35,144.24,13.6089,0.0025,0.22,0.38,13.611,0.6,0.0944,TRUE,NONE
15534,234,2573,345,303,37,1,2025-08-22 04:15:31,APP,1,149.92,0.35,97.45,6.2577,7.686,0.16,0.17,13.944,0.33,0.1431,TRUE,NONE
15535,495,2902,978,60,5,4,2026-05-10 03:13:11,RETAIL,2,108.47,0.18,177.89,10.1532,0.4301,0.12,0.56,21.167,1.36,0.119,TRUE,RETURNED
15536,460,2853,615,408,21,2,2026-04-05 11:18:58,APP,2,46.31,0.33,62.06,3.2885,0.1872,0.03,0.21,6.951,0.48,0.112,TRUE,NONE
15537,475,2986,1926,3,37,2,2026-04-20 15:29:27,RETAIL,1,211.91,0.1,190.72,12.6085,0.1771,0.11,0.34,12.786,0.45,0.067,FALSE,NONE
15538,311,4043,90,291,37,5,2025-11-07 06:22:37,RETAIL,2,150.4,0.34,198.53,20.0948,0.0008,0.19,0.09,40.191,0.56,0.2024,TRUE,RETURNED
15539,93,3755,723,204,11,4,2025-04-03 00:07:29,WEB,3,174.8,0.32,356.59,1.6307,0.336,0.1,0.02,5.9,0.36,0.0165,FALSE,NONE
15540,86,4119,297,99,6,1,2025-03-27 01:31:19,APP,3,244.48,0.27,535.41,3.1952,16.254,0.16,0.49,58.348,1.95,0.109,TRUE,RETURNED
15541,368,4237,1974,429,31,2,2026-01-03 13:31:00,MARKETPLACE,3,231.13,0.06,651.79,1.8607,0.2189,0.1,0.52,6.239,1.86,0.0096,TRUE,NONE
15542,347,1143,318,132,10,2,2025-12-13 01:09:14,WEB,4,104.28,0.25,312.84,11.2289,0.2246,0.17,0.23,45.814,1.6,0.1464,TRUE,NONE
15543,410,461,1923,342,23,3,2026-02-14 03:15:21,WHOLESALE,4,52.15,0.01,206.51,5.4138,1.9932,0.2,0.35,29.628,2.2,0.1435,FALSE,EXCHANGED
15544,250,825,132,111,27,3,2025-09-07 21:21:13,APP,4,47.3,0.17,157.04,12.5603,1.9668,0.2,0.15,58.108,1.4,0.37,FALSE,NONE
15545,218,1944,1728,144,27,6,2025-08-06 07:12:24,WEB,3,215.0,0.15,548.25,1.8557,0.0,0.05,0.35,5.567,1.2,0.0102,TRUE,NONE
15546,289,4581,1602,342,36,3,2025-10-16 18:11:56,WEB,4,183.39,0.32,498.82,29.4148,2.112,0.21,0.32,126.107,2.12,0.2528,FALSE,EXCHANGED
15547,163,2688,1602,444,8,6,2025-06-12 03:14:48,WEB,4,60.68,0.18,199.03,5.1029,0.0,0.08,0.1,20.412,0.72,0.1026,FALSE,NONE
15548,440,2778,891,39,23,4,2026-03-16 12:35:54,WEB,1,202.47,0.24,153.88,15.687,0.4906,0.08,0.46,16.178,0.54,0.1051,TRUE,NONE
15549,505,2380,33,267,11,5,2026-05-20 00:32:23,WEB,3,67.15,0.34,132.96,6.5486,0.001,0.24,0.32,19.649,1.68,0.1478,FALSE,NONE
15550,25,1934,729,327,28,6,2025-01-25 08:20:33,WEB,1,103.81,0.24,78.9,16.495,0.0,0.14,0.15,16.495,0.29,0.2091,FALSE,NONE
15551,561,2779,243,387,22,6,2026-07-15 05:59:37,WEB,4,133.84,0.14,460.41,6.6616,0.0,0.12,0.42,26.646,2.16,0.0579,TRUE,NONE
15552,270,2477,648,129,30,1,2025-09-27 01:15:30,APP,2,55.93,0.18,91.73,9.2545,13.86,0.06,0.06,46.229,0.24,0.504,TRUE,NONE
15553,342,480,522,201,33,1,2025-12-08 21:39:07,RETAIL,4,81.96,0.03,318.0,7.6207,11.214,0.12,0.6,75.339,2.88,0.2369,FALSE,EXCHANGED
15554,547,4780,2118,414,16,6,2026-07-01 09:31:06,WEB,2,51.3,0.09,93.37,3.1714,0.0,0.24,0.17,6.343,0.82,0.0679,FALSE,EXCHANGED
15555,482,1380,552,237,2,6,2026-04-27 12:37:30,WEB,3,186.66,0.29,397.59,13.4154,0.0,0.11,0.08,40.246,0.57,0.1012,TRUE,NONE
15556,425,4223,2385,243,24,3,2026-03-01 09:30:09,RETAIL,2,174.38,0.13,303.42,10.5775,0.5544,0.13,0.05,22.264,0.36,0.0734,FALSE,NONE
15557,296,708,642,231,2,4,2025-10-23 08:52:13,WEB,1,183.45,0.23,141.26,11.7909,0.3595,0.04,0.56,12.15,0.6,0.086,TRUE,NONE
15558,299,1979,1077,267,19,4,2025-10-26 12:33:39,WEB,4,127.72,0.34,337.18,1.7087,0.2016,0.18,0.5,7.641,2.72,0.0227,TRUE,NONE
15559,100,2092,231,30,24,2,2025-04-10 11:04:32,MARKETPLACE,1,191.34,0.13,166.47,1.8079,0.059,0.18,0.19,1.867,0.37,0.0112,FALSE,RETURNED
15560,335,2410,1503,237,29,1,2025-12-01 20:35:33,APP,2,81.82,0.22,127.64,9.7911,6.552,0.13,0.18,32.686,0.62,0.2561,FALSE,NONE
15561,462,2918,222,204,22,4,2026-04-07 19:18:52,WHOLESALE,3,176.53,0.0,529.59,15.8963,0.3192,0.11,0.39,48.646,1.5,0.0919,FALSE,NONE
15562,138,2672,228,150,36,6,2025-05-18 06:24:54,WEB,1,161.16,0.25,120.87,7.056,0.0,0.05,0.47,7.056,0.52,0.0584,FALSE,RETURNED
15563,167,1379,138,93,2,3,2025-06-16 23:01:10,MARKETPLACE,4,204.32,0.34,539.4,21.9969,0.6072,0.02,0.49,90.416,2.04,0.1676,TRUE,RETURNED
15564,185,4064,204,63,23,5,2025-07-04 00:24:21,WEB,1,74.87,0.07,69.63,21.4272,0.002,0.1,0.31,21.429,0.41,0.3078,FALSE,NONE
15565,441,4361,798,30,1,5,2026-03-17 00:39:56,WEB,3,236.12,0.23,545.44,4.5872,0.0017,0.06,0.07,13.767,0.39,0.0252,TRUE,NONE
15566,263,218,1422,303,5,6,2025-09-20 20:18:16,WHOLESALE,1,191.39,0.09,174.16,9.9835,0.0,0.13,0.48,9.984,0.61,0.0573,FALSE,NONE
15567,188,2159,519,54,15,6,2025-07-07 09:01:51,APP,2,230.78,0.02,452.33,12.1643,0.0,0.23,0.04,24.329,0.54,0.0538,FALSE,NONE
15568,7,3423,2217,144,33,6,2025-01-07 12:28:13,APP,2,147.27,0.03,285.7,6.1053,0.0,0.03,0.47,12.211,1.0,0.0427,TRUE,NONE
15569,26,1943,1203,204,33,6,2025-01-26 06:23:08,WEB,4,47.37,0.31,130.74,4.9099,0.0,0.21,0.27,19.64,1.92,0.1502,TRUE,NONE
15570,522,4814,2124,417,36,3,2026-06-06 16:54:24,WEB,1,229.37,0.19,185.79,7.9893,0.5808,0.22,0.37,8.57,0.59,0.0461,FALSE,RETURNED
15571,489,107,1098,135,30,5,2026-05-04 10:20:18,WHOLESALE,2,196.93,0.29,279.64,13.4226,0.0019,0.03,0.4,26.849,0.86,0.096,TRUE,NONE
15572,100,2090,1707,120,6,2,2025-04-10 07:18:34,APP,2,91.59,0.31,126.39,45.1985,0.0864,0.15,0.41,90.57,1.12,0.7166,TRUE,NONE
15573,509,2349,1200,270,18,5,2026-05-24 06:02:47,WHOLESALE,4,219.19,0.33,587.43,9.2755,0.0024,0.07,0.27,37.112,1.36,0.0632,TRUE,NONE
15574,270,4372,456,183,40,2,2025-09-27 01:32:08,APP,3,156.02,0.31,322.96,4.2559,0.229,0.24,0.6,13.455,2.52,0.0417,FALSE,NONE
15575,273,4188,1611,192,3,3,2025-09-30 19:43:07,MARKETPLACE,1,195.62,0.03,189.75,3.7968,0.66,0.02,0.53,4.457,0.55,0.0235,TRUE,NONE
15576,152,3085,345,63,40,6,2025-06-01 17:14:19,WHOLESALE,3,247.65,0.24,564.64,3.9927,0.0,0.03,0.47,11.978,1.5,0.0212,TRUE,RETURNED
15577,463,2112,2118,147,23,5,2026-04-08 00:44:16,WHOLESALE,4,149.91,0.16,503.7,11.8836,0.0026,0.24,0.49,47.545,2.92,0.0944,FALSE,RETURNED
15578,260,4689,2223,141,4,6,2025-09-17 22:47:25,RETAIL,1,94.29,0.19,76.37,20.3115,0.0,0.14,0.5,20.312,0.64,0.266,TRUE,RETURNED
15579,512,2024,396,240,3,5,2026-05-27 16:18:11,APP,4,191.94,0.15,652.6,11.6228,0.0026,0.04,0.39,46.502,1.72,0.0713,TRUE,RETURNED
15580,143,1086,2361,126,39,6,2025-05-23 08:59:42,APP,2,58.36,0.21,92.21,7.7304,0.0,0.15,0.13,15.461,0.56,0.1677,FALSE,NONE
15581,497,3686,900,48,11,2,2026-05-12 18:58:54,WEB,3,205.32,0.06,579.0,11.6764,0.2275,0.02,0.23,35.712,0.75,0.0617,TRUE,NONE
15582,287,3290,1545,102,15,5,2025-10-14 18:59:33,APP,4,143.66,0.34,379.26,16.3867,0.0025,0.02,0.45,65.557,1.88,0.1729,FALSE,NONE
15583,311,2293,717,129,2,4,2025-11-07 22:20:44,MARKETPLACE,4,192.75,0.12,678.48,5.6965,0.3931,0.07,0.3,24.358,1.48,0.0359,FALSE,EXCHANGED
15584,539,2183,1566,183,3,2,2026-06-23 10:03:33,APP,4,139.22,0.16,467.78,8.451,0.1656,0.14,0.36,34.466,2.0,0.0737,FALSE,EXCHANGED
15585,161,2410,345,174,35,6,2025-06-10 02:49:22,RETAIL,1,219.64,0.06,206.46,1.5357,0.0,0.15,0.21,1.536,0.36,0.0074,FALSE,NONE
15586,353,1455,1146,48,8,5,2025-12-19 23:11:50,MARKETPLACE,4,81.02,0.21,256.02,1.9546,0.0028,0.21,0.27,7.83,1.92,0.0306,TRUE,NONE
15587,379,2938,1497,342,39,1,2026-01-14 15:27:05,APP,1,176.08,0.12,154.95,9.0109,6.048,0.09,0.19,15.059,0.28,0.0972,TRUE,NONE
15588,520,3290,1887,264,23,2,2026-06-04 00:01:19,APP,4,219.54,0.32,597.15,10.0696,0.1757,0.15,0.2,40.981,1.4,0.0686,FALSE,NONE
15589,170,3183,1311,246,31,6,2025-06-19 11:28:14,WEB,3,98.73,0.08,272.49,17.1106,0.0,0.16,0.17,51.332,0.99,0.1884,FALSE,RETURNED
15590,82,3942,1794,444,5,4,2025-03-23 22:51:54,WEB,1,228.92,0.34,151.09,6.5996,0.4536,0.2,0.39,7.053,0.59,0.0467,FALSE,EXCHANGED
15591,137,14,1656,78,28,4,2025-05-17 11:29:20,APP,2,53.42,0.11,95.09,7.8936,0.2486,0.24,0.05,16.284,0.58,0.1712,TRUE,NONE
15592,279,3697,1383,147,20,5,2025-10-06 16:27:39,WEB,1,48.7,0.19,39.45,7.2486,0.0013,0.06,0.39,7.25,0.45,0.1838,TRUE,RETURNED
15593,123,2605,1779,339,7,1,2025-05-03 19:32:08,APP,2,122.65,0.12,215.86,19.9755,11.214,0.1,0.38,62.379,0.96,0.289,FALSE,NONE
15594,242,1673,414,126,26,5,2025-08-30 21:56:36,WEB,3,69.76,0.22,163.24,4.196,0.0019,0.18,0.2,12.594,1.14,0.0772,TRUE,RETURNED
15595,282,4360,1227,279,15,1,2025-10-09 06:58:31,RETAIL,2,200.76,0.15,341.29,6.4217,13.86,0.19,0.29,40.563,0.96,0.1189,TRUE,NONE
15596,413,1182,102,267,6,4,2026-02-17 07:28:49,MARKETPLACE,3,138.53,0.02,407.28,7.6424,0.3696,0.06,0.09,24.036,0.45,0.059,TRUE,NONE
15597,559,1671,2046,150,8,2,2026-07-13 18:26:57,APP,1,42.78,0.26,31.66,3.4631,0.2131,0.13,0.55,3.676,0.68,0.1161,FALSE,NONE
15598,381,4095,438,357,31,2,2026-01-16 04:52:35,APP,2,231.15,0.3,323.61,10.608,0.144,0.07,0.18,21.504,0.5,0.0665,TRUE,NONE
15599,25,3686,2289,372,25,5,2025-01-25 19:34:54,APP,4,123.23,0.14,423.91,11.0256,0.0018,0.15,0.36,44.11,2.04,0.1041,FALSE,NONE
15600,96,987,2004,387,5,5,2025-04-06 13:07:44,WEB,1,54.89,0.17,45.56,13.4518,0.0022,0.04,0.22,13.454,0.26,0.2953,FALSE,RETURNED
15601,172,3089,723,96,31,3,2025-06-21 13:33:41,RETAIL,1,41.91,0.31,28.92,10.0439,1.32,0.21,0.48,11.364,0.69,0.3929,TRUE,NONE
15602,74,3887,207,291,13,3,2025-03-15 18:23:19,WEB,1,152.67,0.28,109.92,4.2994,1.4784,0.03,0.41,5.778,0.44,0.0526,TRUE,NONE
15603,91,2640,471,369,12,4,2025-04-01 20:31:39,RETAIL,3,184.05,0.06,519.02,8.4078,0.4637,0.24,0.16,26.614,1.2,0.0513,TRUE,NONE
15604,49,46,1737,444,17,1,2025-02-18 13:16:57,WEB,1,225.47,0.11,200.67,4.887,10.332,0.2,0.3,15.219,0.5,0.0758,FALSE,RETURNED
15605,346,328,2166,117,32,5,2025-12-12 13:41:16,APP,3,183.62,0.21,435.18,10.2304,0.0016,0.1,0.33,30.696,1.29,0.0705,TRUE,NONE
15606,273,1463,2280,369,2,3,2025-09-30 16:08:58,APP,1,48.62,0.3,34.03,2.9438,1.9008,0.21,0.22,4.845,0.43,0.1424,TRUE,NONE
15607,95,853,1923,117,28,4,2025-04-05 16:47:09,WEB,3,193.85,0.35,378.01,8.4001,0.5074,0.13,0.57,26.723,2.1,0.0707,FALSE,RETURNED
15608,382,4668,351,105,22,2,2026-01-17 00:11:58,WEB,1,74.2,0.28,53.42,26.9518,0.1541,0.08,0.16,27.106,0.24,0.5074,FALSE,NONE
15609,185,4572,1617,294,20,4,2025-07-04 13:29:00,WEB,3,129.2,0.32,263.57,9.42,0.3797,0.19,0.09,29.399,0.84,0.1115,TRUE,NONE
15610,519,1655,2211,348,3,4,2026-06-03 02:26:23,MARKETPLACE,2,63.11,0.05,119.91,3.6532,0.3091,0.16,0.04,7.925,0.4,0.0661,FALSE,NONE
15611,161,2400,1569,87,24,1,2025-06-10 04:34:20,APP,2,56.57,0.03,109.75,5.8793,18.522,0.06,0.6,48.803,1.32,0.4447,FALSE,NONE
15612,284,3689,1701,9,24,3,2025-10-11 09:06:01,MARKETPLACE,3,240.35,0.2,576.84,9.5269,0.594,0.18,0.43,30.363,1.83,0.0526,TRUE,NONE
15613,433,4193,819,273,22,4,2026-03-09 18:39:54,APP,1,201.72,0.06,189.62,5.3584,0.252,0.02,0.41,5.61,0.43,0.0296,FALSE,NONE
15614,153,2182,2115,387,3,4,2025-06-02 07:50:42,WEB,4,129.87,0.22,405.19,9.9844,0.4234,0.13,0.02,41.631,0.6,0.1027,TRUE,NONE
15615,320,3586,1578,435,1,5,2025-11-16 10:22:11,WEB,4,96.61,0.34,255.05,2.7095,0.0008,0.13,0.31,10.841,1.76,0.0425,FALSE,NONE
15616,111,2128,1362,396,35,2,2025-04-21 08:21:43,MARKETPLACE,2,216.83,0.15,368.61,16.8944,0.085,0.12,0.08,33.959,0.4,0.0921,TRUE,NONE
15617,229,238,825,447,1,3,2025-08-17 08:15:58,WHOLESALE,1,180.13,0.0,180.13,7.7536,0.7788,0.02,0.59,8.532,0.61,0.0474,TRUE,NONE
15618,438,4238,1839,141,40,1,2026-03-14 09:09:28,RETAIL,2,159.6,0.16,268.13,13.5701,15.12,0.11,0.27,57.38,0.76,0.214,TRUE,RETURNED
15619,491,1789,933,138,30,2,2026-05-06 20:55:57,WEB,1,128.0,0.16,107.52,13.9372,0.1526,0.1,0.17,14.09,0.27,0.131,FALSE,EXCHANGED
15620,137,3531,2307,126,1,2,2025-05-17 23:33:24,WEB,3,123.48,0.13,322.28,4.7548,0.131,0.12,0.38,14.657,1.5,0.0455,FALSE,NONE
15621,97,2560,2010,333,12,2,2025-04-07 13:42:32,WHOLESALE,2,43.05,0.22,67.16,6.9454,0.157,0.16,0.57,14.205,1.46,0.2115,TRUE,EXCHANGED
15622,262,3432,15,132,25,2,2025-09-19 16:18:44,APP,3,222.61,0.22,520.91,10.6792,0.1714,0.06,0.24,32.552,0.9,0.0625,TRUE,RETURNED
15623,68,1443,1791,180,40,4,2025-03-09 05:17:18,RETAIL,3,222.02,0.13,579.47,10.1716,0.3965,0.07,0.54,31.704,1.83,0.0547,TRUE,NONE
15624,264,838,1101,210,29,3,2025-09-21 22:12:20,APP,2,92.71,0.23,142.77,7.926,1.848,0.06,0.23,19.548,0.58,0.1369,TRUE,NONE
15625,334,155,1347,216,10,6,2025-11-30 00:17:48,APP,3,158.93,0.03,462.49,6.4428,0.0,0.09,0.39,19.328,1.44,0.0418,FALSE,NONE
15626,450,850,762,258,23,2,2026-03-26 20:00:46,APP,1,149.52,0.25,112.14,12.1034,0.0965,0.07,0.6,12.2,0.67,0.1088,TRUE,NONE
15627,241,3711,1341,156,14,5,2025-08-29 00:39:09,APP,4,113.67,0.17,377.38,43.9666,0.0027,0.25,0.15,175.877,1.6,0.466,FALSE,NONE
15628,242,3812,1593,363,4,1,2025-08-30 22:08:24,APP,3,57.62,0.2,138.29,9.7461,16.254,0.21,0.07,78.0,0.84,0.564,FALSE,NONE
15629,172,2800,1908,240,3,2,2025-06-21 02:17:07,APP,4,132.66,0.15,451.04,7.5765,0.1598,0.03,0.47,30.945,2.0,0.0686,FALSE,RETURNED
15630,430,4332,1725,159,10,4,2026-03-06 16:17:42,WEB,2,210.74,0.08,387.76,7.6559,0.3931,0.16,0.58,16.098,1.48,0.0415,FALSE,NONE
15631,385,2403,1191,138,1,3,2026-01-20 20:16:00,MARKETPLACE,2,199.93,0.0,399.86,10.9651,1.8876,0.2,0.52,25.705,1.44,0.0643,FALSE,EXCHANGED
15632,426,538,228,336,21,3,2026-03-02 08:43:39,WEB,2,238.21,0.33,319.2,5.6475,1.5048,0.09,0.57,14.305,1.32,0.0448,TRUE,NONE
15633,370,3462,1968,87,22,5,2026-01-05 09:46:15,WEB,2,167.39,0.12,294.61,2.2779,0.0012,0.11,0.35,4.558,0.92,0.0155,FALSE,NONE
15634,55,3193,108,336,4,5,2025-02-24 07:20:24,APP,1,151.91,0.15,129.12,2.8389,0.001,0.25,0.03,2.84,0.28,0.022,FALSE,NONE
15635,356,3387,405,411,16,6,2025-12-22 10:27:47,WEB,3,133.19,0.24,303.67,2.6044,0.0,0.16,0.04,7.813,0.6,0.0257,FALSE,EXCHANGED
15636,54,2077,3,63,15,2,2025-02-23 03:47:38,APP,3,154.46,0.04,444.84,11.9099,0.1973,0.03,0.08,36.322,0.33,0.0817,TRUE,NONE
15637,180,602,1902,207,25,4,2025-06-29 09:47:01,RETAIL,3,184.4,0.15,470.22,9.8358,0.2016,0.17,0.35,30.112,1.56,0.064,FALSE,EXCHANGED
15638,252,4209,1428,210,38,5,2025-09-09 09:25:07,RETAIL,1,108.96,0.22,84.99,7.911,0.0015,0.09,0.42,7.912,0.51,0.0931,FALSE,EXCHANGED
15639,532,849,1545,42,12,4,2026-06-16 08:27:40,APP,3,246.66,0.1,665.98,12.5006,0.4838,0.02,0.2,38.953,0.66,0.0585,FALSE,NONE
15640,473,460,1029,138,19,6,2026-04-18 16:33:04,WEB,3,95.15,0.03,276.89,14.1708,0.0,0.14,0.32,42.512,1.38,0.1535,FALSE,RETURNED
15641,168,444,303,387,39,2,2025-06-17 13:53:53,RETAIL,3,204.31,0.18,502.6,5.8465,0.1195,0.21,0.49,17.898,2.1,0.0356,FALSE,NONE
15642,271,3811,1671,117,13,3,2025-09-28 17:15:34,WEB,2,151.92,0.28,218.76,9.893,1.4388,0.24,0.59,22.664,1.66,0.1036,TRUE,NONE
