id,style_name,category,gender,material_family,unit_weight_kg,list_price,recycled_content_pct,circularity_score,take_back_eligible
1920,budget,BOOT,UNISEX,Natural Rubber,0.67,108.52,9.52,1,FALSE
1923,executive,RUNNING,WOMENS,Organic Cotton,1.51,98.13,67.83,58,TRUE
1926,than,SANDAL,WOMENS,Recycled PET,1.23,135.09,35.37,23,TRUE
1929,test,SANDAL,MENS,Natural Rubber,0.82,230.18,78.57,66,FALSE
1932,soon,SNEAKER,MENS,Chrome-free Leather,1.02,187.85,75.04,98,TRUE
1935,office,BOOT,KIDS,Organic Cotton,1.27,139.12,0.12,22,FALSE
1938,blue,SNEAKER,KIDS,Apple Leather,1.09,188.21,70.11,86,TRUE
1941,ready,SANDAL,WOMENS,TENCEL Lyocell,0.56,58.64,33.55,6,TRUE
1944,finish,SLIPPER,WOMENS,Hemp Canvas,1.38,244.44,7.4,38,TRUE
1947,listen,SANDAL,WOMENS,Organic Cotton,0.98,144.23,36.69,71,FALSE
1950,training,SANDAL,UNISEX,Bio-EVA,0.44,241.72,39.15,25,FALSE
1953,leg,SANDAL,MENS,Apple Leather,1.29,236.58,55.48,41,TRUE
1956,stand,SANDAL,WOMENS,Recycled Rubber,1.22,94.37,20.1,43,FALSE
1959,determine,SNEAKER,UNISEX,Recycled Nylon,1.03,124.19,37.39,92,TRUE
1962,per,RUNNING,WOMENS,Chrome-free Leather,0.97,219.02,39.3,93,FALSE
1965,traditional,SANDAL,WOMENS,Chrome-free Leather,0.57,204.17,37.12,48,TRUE
1968,project,SLIPPER,MENS,Recycled Rubber,0.7,227.42,94.1,14,TRUE
1971,power,SANDAL,KIDS,Organic Cotton,0.54,116.36,54.9,11,FALSE
1974,design,SNEAKER,KIDS,Recycled Nylon,1.52,181.11,69.15,52,FALSE
1977,support,RUNNING,WOMENS,Cork,1.04,44.16,93.61,41,FALSE
1980,have,BOOT,WOMENS,Apple Leather,1.32,150.11,62.75,11,TRUE
1983,picture,SNEAKER,MENS,Recycled Rubber,1.39,219.56,68.29,30,TRUE
1986,game,SNEAKER,MENS,Organic Cotton,0.82,46.3,39.71,6,FALSE
1989,figure,SLIPPER,MENS,Recycled Rubber,0.62,57.82,85.9,85,FALSE
1992,toward,SNEAKER,MENS,Recycled PET,0.53,166.56,25.38,19,TRUE
1995,respond,SNEAKER,MENS,TENCEL Lyocell,1.16,190.63,86.45,31,TRUE
1998,central,BOOT,WOMENS,Chrome-free Leather,0.88,51.04,78.45,84,TRUE
2001,its,SNEAKER,WOMENS,TENCEL Lyocell,1.21,108.29,27.16,72,FALSE
2004,factor,BOOT,MENS,Organic Cotton,1.27,57.86,30.75,25,FALSE
2007,card,SNEAKER,MENS,Chrome-free Leather,1.32,135.68,33.91,73,FALSE
2010,cause,SNEAKER,MENS,Hemp Canvas,1.09,109.32,23.32,18,TRUE
2013,seek,RUNNING,MENS,TENCEL Lyocell,1.0,101.53,44.78,57,FALSE
2016,end,SLIPPER,MENS,Recycled Rubber,1.56,131.69,10.99,81,FALSE
2019,require,SNEAKER,WOMENS,Bio-EVA,1.03,217.49,84.05,97,TRUE
2022,change,RUNNING,KIDS,Recycled Rubber,1.3,89.92,70.57,33,TRUE
2025,exist,FORMAL,KIDS,Hemp Canvas,1.04,200.81,52.24,34,TRUE
2028,how,RUNNING,WOMENS,TENCEL Lyocell,0.56,202.33,3.73,1,TRUE
2031,property,RUNNING,WOMENS,Hemp Canvas,0.87,108.46,33.74,86,FALSE
2034,specific,BOOT,WOMENS,Natural Rubber,1.47,79.0,40.74,85,FALSE
2037,myself,RUNNING,WOMENS,Algae Foam,1.48,238.4,31.38,90,FALSE
2040,run,SNEAKER,WOMENS,TENCEL Lyocell,1.4,237.92,16.34,71,FALSE
2043,home,SLIPPER,WOMENS,Recycled Nylon,0.68,85.09,25.36,59,TRUE
2046,generation,BOOT,WOMENS,Recycled PET,1.48,230.15,73.47,71,FALSE
2049,trouble,RUNNING,WOMENS,Organic Cotton,1.36,100.46,88.11,7,TRUE
2052,significant,SNEAKER,WOMENS,Chrome-free Leather,1.17,86.75,87.24,56,TRUE
2055,low,SNEAKER,WOMENS,Natural Rubber,0.63,159.41,94.05,23,TRUE
2058,save,SNEAKER,UNISEX,Bio-EVA,0.44,171.15,22.55,19,TRUE
2061,at,SNEAKER,WOMENS,Bio-EVA,0.57,117.89,37.69,41,FALSE
2064,information,RUNNING,MENS,Algae Foam,0.8,95.9,2.08,21,TRUE
2067,thank,FORMAL,UNISEX,Chrome-free Leather,0.72,133.99,49.8,40,FALSE
2070,executive,FORMAL,KIDS,TENCEL Lyocell,0.66,70.84,31.77,96,FALSE
2073,federal,SNEAKER,MENS,Chrome-free Leather,0.63,191.01,22.3,68,FALSE
2076,participant,SNEAKER,MENS,Organic Cotton,0.92,126.6,49.95,51,TRUE
2079,together,RUNNING,MENS,Cork,1.4,148.36,77.59,49,FALSE
2082,gun,RUNNING,WOMENS,Bio-EVA,1.13,150.7,79.58,14,TRUE
2085,sound,BOOT,MENS,Natural Rubber,1.28,43.18,21.93,55,TRUE
2088,bit,FORMAL,UNISEX,Algae Foam,0.4,113.61,68.91,53,FALSE
2091,think,RUNNING,UNISEX,Hemp Canvas,1.46,81.81,81.46,52,FALSE
2094,capital,BOOT,UNISEX,Natural Rubber,0.67,166.84,9.91,69,FALSE
2097,coach,SNEAKER,UNISEX,Hemp Canvas,1.39,74.08,63.48,68,FALSE
2100,a,SNEAKER,MENS,Natural Rubber,1.21,247.04,82.19,19,FALSE
2103,risk,SNEAKER,WOMENS,Cork,1.16,199.44,73.82,17,FALSE
2106,us,RUNNING,MENS,Hemp Canvas,1.42,98.69,27.58,65,TRUE
2109,cold,SNEAKER,WOMENS,Recycled PET,1.13,178.21,51.48,50,FALSE
2112,under,SNEAKER,WOMENS,Algae Foam,1.05,155.66,87.49,5,TRUE
2115,real,SNEAKER,WOMENS,Hemp Canvas,1.26,198.55,40.33,75,FALSE
2118,beautiful,SNEAKER,UNISEX,Recycled Nylon,1.49,176.26,53.08,20,TRUE
2121,well,BOOT,KIDS,Algae Foam,1.51,210.89,37.42,38,FALSE
2124,area,BOOT,MENS,Cork,0.44,143.77,48.04,49,TRUE
2127,focus,SANDAL,UNISEX,Recycled PET,1.29,121.82,65.84,11,FALSE
2130,someone,BOOT,WOMENS,Recycled Rubber,0.77,182.07,34.63,91,FALSE
2133,reality,SNEAKER,MENS,Natural Rubber,1.33,101.49,87.38,93,FALSE
2136,beyond,SNEAKER,WOMENS,Recycled PET,1.35,183.56,23.96,82,FALSE
2139,me,RUNNING,WOMENS,Hemp Canvas,0.89,213.66,21.27,41,FALSE
2142,personal,RUNNING,KIDS,Apple Leather,0.67,209.86,13.66,77,FALSE
2145,response,SNEAKER,KIDS,Hemp Canvas,0.6,186.9,54.03,52,FALSE
2148,across,RUNNING,UNISEX,Cork,1.16,158.91,75.42,16,FALSE
2151,technology,FORMAL,MENS,Recycled PET,0.42,107.91,58.06,38,FALSE
2154,knowledge,RUNNING,MENS,Algae Foam,1.33,160.41,60.98,62,FALSE
2157,mean,RUNNING,MENS,Cork,0.91,82.62,82.31,47,TRUE
2160,identify,BOOT,WOMENS,Apple Leather,1.04,218.09,98.48,39,TRUE
2163,sure,RUNNING,MENS,Recycled Nylon,1.52,205.97,53.09,26,TRUE
2166,form,RUNNING,MENS,Apple Leather,0.94,90.73,65.07,49,FALSE
2169,firm,FORMAL,MENS,Cork,1.32,118.42,0.47,31,TRUE
2172,staff,RUNNING,WOMENS,Apple Leather,1.56,46.87,66.93,69,TRUE
2175,two,FORMAL,MENS,Algae Foam,0.45,143.01,26.01,96,FALSE
2178,research,SNEAKER,UNISEX,Bio-EVA,1.3,134.27,84.59,15,TRUE
2181,nice,SANDAL,UNISEX,Algae Foam,0.65,137.68,65.19,45,FALSE
2184,poor,SLIPPER,WOMENS,Organic Cotton,0.56,94.55,16.69,5,FALSE
2187,less,SANDAL,WOMENS,Natural Rubber,0.72,248.54,24.02,70,FALSE
2190,different,BOOT,WOMENS,Natural Rubber,0.49,143.16,29.85,18,TRUE
2193,civil,RUNNING,MENS,Recycled Rubber,0.47,234.29,77.9,4,FALSE
2196,power,RUNNING,UNISEX,Apple Leather,0.43,135.89,61.53,11,TRUE
2199,trade,FORMAL,UNISEX,Hemp Canvas,1.35,248.75,11.1,21,FALSE
2202,watch,SNEAKER,WOMENS,Recycled Nylon,0.72,56.28,95.43,85,FALSE
2205,soldier,RUNNING,UNISEX,Hemp Canvas,0.43,242.84,13.39,44,FALSE
2208,show,SANDAL,UNISEX,Recycled Nylon,0.71,155.76,79.12,65,FALSE
2211,laugh,SNEAKER,UNISEX,Organic Cotton,0.92,48.16,40.37,94,FALSE
2214,challenge,SNEAKER,MENS,Algae Foam,0.78,129.66,14.8,1,TRUE
2217,quite,SANDAL,KIDS,Cork,1.11,167.56,0.34,66,FALSE
2220,on,BOOT,KIDS,Algae Foam,0.95,189.44,4.47,1,FALSE
2223,set,BOOT,WOMENS,Organic Cotton,0.52,214.36,95.31,10,FALSE
2226,start,RUNNING,WOMENS,Natural Rubber,0.9,45.29,32.17,73,FALSE
2229,agreement,SNEAKER,WOMENS,Natural Rubber,0.94,232.71,28.9,0,TRUE
2232,reason,RUNNING,WOMENS,Organic Cotton,1.14,247.42,56.0,17,FALSE
2235,describe,SNEAKER,MENS,Recycled PET,0.55,89.88,14.33,11,TRUE
2238,Mr,RUNNING,WOMENS,Apple Leather,1.33,192.41,97.36,33,TRUE
2241,including,SANDAL,KIDS,Apple Leather,0.77,216.52,25.95,44,FALSE
2244,arm,RUNNING,WOMENS,Hemp Canvas,0.88,71.05,13.0,9,FALSE
2247,student,SLIPPER,WOMENS,Algae Foam,1.0,140.51,30.13,18,TRUE
2250,imagine,SNEAKER,WOMENS,TENCEL Lyocell,0.42,122.93,69.1,36,FALSE
2253,money,FORMAL,MENS,Natural Rubber,0.48,147.53,58.67,53,FALSE
2256,avoid,SNEAKER,MENS,Recycled PET,1.13,238.72,42.39,30,TRUE
2259,actually,SNEAKER,KIDS,Natural Rubber,1.5,138.72,11.68,13,FALSE
2262,free,SLIPPER,MENS,Bio-EVA,1.1,98.83,97.82,59,FALSE
2265,traditional,SNEAKER,WOMENS,Cork,1.31,189.16,46.79,53,TRUE
2268,kitchen,SANDAL,WOMENS,Recycled Nylon,1.07,61.27,90.29,23,FALSE
2271,result,SNEAKER,UNISEX,Chrome-free Leather,0.45,247.6,60.25,97,TRUE
2274,market,FORMAL,WOMENS,Recycled PET,0.54,124.38,29.82,18,TRUE
2277,adult,BOOT,WOMENS,Recycled Nylon,1.0,85.28,1.02,13,FALSE
2280,address,SNEAKER,MENS,Apple Leather,1.44,87.86,55.0,11,TRUE
2283,among,SANDAL,UNISEX,Organic Cotton,1.32,229.22,90.76,42,FALSE
2286,strategy,SANDAL,MENS,Hemp Canvas,1.59,201.06,42.29,59,TRUE
2289,few,SNEAKER,WOMENS,Apple Leather,1.04,202.03,88.87,37,FALSE
2292,more,RUNNING,WOMENS,Chrome-free Leather,0.7,41.16,65.27,48,FALSE
2295,land,RUNNING,WOMENS,Recycled Nylon,1.23,206.44,51.7,66,FALSE
2298,beautiful,FORMAL,MENS,Cork,1.54,202.07,31.43,87,FALSE
2301,note,SNEAKER,WOMENS,Chrome-free Leather,1.4,134.64,20.62,7,FALSE
2304,fall,RUNNING,WOMENS,Bio-EVA,1.06,160.2,23.27,47,TRUE
2307,bar,RUNNING,MENS,Recycled PET,0.91,44.31,7.15,59,FALSE
2310,Democrat,FORMAL,MENS,Natural Rubber,0.54,208.75,15.99,35,FALSE
2313,not,BOOT,UNISEX,Natural Rubber,0.95,72.18,75.81,23,FALSE
2316,peace,SNEAKER,MENS,Chrome-free Leather,0.65,141.74,62.34,80,FALSE
2319,they,SANDAL,WOMENS,Recycled PET,0.62,55.33,37.14,38,FALSE
2322,question,SANDAL,WOMENS,Apple Leather,0.54,224.79,22.62,43,TRUE
2325,say,SNEAKER,MENS,Recycled PET,1.04,111.83,74.66,68,FALSE
2328,throughout,SNEAKER,MENS,Natural Rubber,0.98,103.89,37.17,20,TRUE
2331,election,SANDAL,WOMENS,Cork,1.54,138.43,15.11,65,FALSE
2334,leader,SNEAKER,WOMENS,Organic Cotton,0.53,113.3,23.03,42,TRUE
2337,population,RUNNING,UNISEX,Recycled Nylon,0.58,58.62,54.53,90,FALSE
2340,for,SANDAL,MENS,Apple Leather,0.92,59.01,87.26,7,TRUE
2343,really,SANDAL,MENS,Chrome-free Leather,0.61,194.33,26.61,61,TRUE
2346,call,RUNNING,UNISEX,Apple Leather,0.89,197.96,98.89,57,TRUE
2349,certain,RUNNING,WOMENS,Hemp Canvas,0.45,125.08,0.02,43,FALSE
2352,common,SNEAKER,WOMENS,Recycled Nylon,0.51,238.42,22.22,0,FALSE
2355,necessary,SANDAL,MENS,Chrome-free Leather,0.42,107.37,46.3,25,TRUE
2358,test,SNEAKER,WOMENS,Chrome-free Leather,1.48,99.42,91.54,25,TRUE
2361,compare,SANDAL,MENS,Recycled Nylon,0.52,154.6,1.98,11,FALSE
2364,so,SANDAL,MENS,Chrome-free Leather,0.71,158.76,99.74,21,TRUE
2367,exist,SNEAKER,UNISEX,Recycled Rubber,0.78,194.8,26.79,11,TRUE
2370,buy,RUNNING,KIDS,Algae Foam,0.73,134.98,39.62,48,TRUE
2373,all,FORMAL,WOMENS,Chrome-free Leather,1.02,166.88,3.36,7,TRUE
2376,laugh,FORMAL,WOMENS,Natural Rubber,0.72,128.21,50.92,27,TRUE
2379,attack,BOOT,UNISEX,Cork,1.18,129.49,21.8,97,TRUE
2382,part,SANDAL,MENS,Recycled Nylon,1.41,172.73,57.1,17,FALSE
2385,model,BOOT,KIDS,Recycled Nylon,0.42,79.25,80.96,74,TRUE
2388,here,FORMAL,WOMENS,Cork,1.4,167.26,17.16,75,TRUE
2391,town,BOOT,MENS,Recycled PET,0.86,76.72,61.69,68,TRUE
2394,hold,SANDAL,WOMENS,Cork,1.43,40.17,63.4,82,TRUE
2397,spring,RUNNING,WOMENS,Cork,0.46,138.95,93.69,19,TRUE
2400,painting,FORMAL,WOMENS,Bio-EVA,1.03,196.98,3.02,2,TRUE
